sequence,complexity,length_type,language,q_length,answer,a_length,temperature,real_code,print_code,no_code,explanation,no_sense
"Complexity: 2[ 0, 1, 4, 9, 16, 25, 3]",2,0,Brainfuck,158,"```brainfuck
++++++++++[>+++++++<-]>[<++++++>-]<++++[>++++++++<-]>[<++++>-]<++[>+++++++<-]>[<++++++>-]<++++[>++++++++<-]>[<++++>-]<++[>+++++++<-]>[<++++++>-]<++++[>++++++++<-]>[<++++>-]<++[>+++++++<-]>[<++++++>-]<++++[>++++++++<-]>[<++++>-]<++.
```",248,0.2,0,0,0,0,0
"Complexity: 2[ 0, 1, 8, 27, 64, 125, 216, 343, 51]",2,0,Brainfuck,171,"```brainfuck
++++++++++[>+++++++<-]>[<++++++>-]<++++[>++++++++<-]>[<++++++>-]<++[>++++++++++<-]>[<+++++++>-]<+++[>+++++++++++<-]>[<+++++++>-]<++++[>++++++++++++<-]>[<+++++++>-]<+++++[>+++++++++++++<-]>[<+++++++>-]<++++++[>++++++++++++++<-]>[<+++++++>-]<+++++++[>+++++++++++++++<-]>[<+++++++>-]<++++++++.
```",307,0.2,0,0,0,0,0
"Complexity: 2[ 4, 6, 9, 10, 14, 15, 21, 22, 25, 2]",2,0,Brainfuck,171,"```brainfuck
++++++++[->++++<]>.,++.,+++.,+.,++++.,+.,++++++.,+.,+++.,+.
```",76,0.2,0,0,0,0,0
"Complexity: 2[ 0, 1, 1, 2, 3, 5, 8, 1]",2,0,Brainfuck,159,"```brainfuck
++++++++++>+>+[<[->-<]>[-<+>]+>+]>>>++++++++++<[->-[>>]>[[-<+>]+>+]<<<<<<]>>>>[-<<<<+>>>>]<<<<.
```",112,0.001,0,0,0,0,0
"Complexity: 2[ 0, 6, 9, 3, 1, 4, ]",2,0,Brainfuck,155,"```brainfuck
-[----->+<]>.-[->++++<]>.-[->+++<]>.-[->++++<]>.-[->+++++<]>.-[->++<]>.
```",88,0.001,0,0,0,0,0
"Complexity: 2[ 0, 0, 0, 0, 0, ]",2,0,Brainfuck,152,"```brainfuck
-[----->+<]>-----.
```",35,0.001,0,0,0,0,0
"Complexity: 2[ 0, 1, 2, 4, 8, 1]",2,0,Brainfuck,153,"```brainfuck
++++++++++[>+++++++<-]>[<++++++>-]<[>+>+<<-]>>[<<+>>-]<[>+>+<<-]>>[<<+>>-]<[>+>+<<-]>>[<<+>>-]<[>+>+<<-]>>[<<+>>-]<.
```",133,0.001,0,0,0,0,0
"Complexity: 2[ 1, 2, 4, 7, 11, 16, 22, 2]",2,0,Brainfuck,162,"```brainfuck
++++++++++[>+++++++<-]>[<++++++>-]<[>>.+<.<+]
```",62,0.001,0,0,0,0,0
"Complexity: 2[ 1, 1, 1, 2, 3, 4, 6, ]",2,0,Brainfuck,158,"```brainfuck
++++++++++[>+++++++<-]>+++.-.+.>++++++++++[>++++++++++<-]>++++.>++++++++++[>++++++++++<-]>+++++++.>++++++++++[>++++++++++<-]>++++++++.>++++++++++[>++++++++++<-]>++++++++++++.>++++++++++[>++++++++++<-]>++++++++++++++.
```",233,0.001,0,0,0,0,0
"Complexity: 2[ 30, 42, 66, 70, 78, 10]",2,0,Brainfuck,159,"```brainfuck
++++++++++[>++++++++++<-]>+++++.>++++++.>+++++++++++++++.>++++++++++++.>++++++++.>++++++++++++++++++++.
```",120,0.001,0,0,0,0,0
"Complexity: 2[ 0, 1, 4, 9, 16, 25, 3]",2,0,Brainfuck,158,"```brainfuck
++++++++++[>+++++++<-]>[<++++++>-]<++++[>++++++<-]>[<+++++>-]<+++++[>++++++<-]>[<++++>-]<++++++[>++++++<-]>[<+++>-]<+++++++[>++++++<-]>[<++>-]<++++++++[>++++++<-]>[<+>-]<+++++++++[>++++++<-]>[<>-]<.
```",215,0.001,0,0,0,0,0
"Complexity: 2[ 0, 1, 8, 27, 64, 125, 216, 343, 51]",2,0,Brainfuck,171,"```brainfuck
++++++++++[>+++++++<-]>[<++++++>-]<++++[>++++++++<-]>[<+++++>-]<+++[>++++++++<-]>[<++++++>-]<++[>++++++++++<-]>[<+++++++>-]<+[>+++++++++++<-]>[<+++++++>-]<++[>+++++++++++++<-]>[<+++++++>-]<+++[>+++++++++++++++<-]>[<+++++++>-]<++++
```",247,0.001,0,0,0,0,0
"Complexity: 2[ 4, 6, 9, 10, 14, 15, 21, 22, 25, 2]",2,0,Brainfuck,171,"```brainfuck
++++++++[->++++<]>.,++.,+++.,+.,++++.,+.,++++++.,+.,+++.,+.
```",76,0.001,0,0,0,0,0
"Complexity: 3[ 3, 1, 4 ,1 ,5 ,9 ,2 ,6 , ]",3,0,Brainfuck,162,"```brainfuck
++++++++[->+++++++<]>+.---.+++++.-----.+++++.--------.++++++.+++.
```",82,1,0,0,0,0,0
"Complexity: 3[ 1, 1, 2, 2, 4, 2, 6, 4, 6, 4, 1]",3,0,Brainfuck,168,"```brainfuck
++++++++++[>+++++++<-]>++++.-----.++++++..-----.+++++++++++++..------------.+++++++++++++..------------.+++++++++++++++++++++..------------.
```",157,1,0,0,0,0,0
"Complexity: 3[ 1, 6, 1, 8, 0, 3, 3, 9, 8, 8, ]",3,0,Brainfuck,167,"```brainfuck
++++++++++[>+>+++>+++++++>++++++++++<<<<-]>>>---.>+++++.>-----.++++++.---------.+++++++++++.+++++++++++.--------.++++++++++.
```",141,1,0,0,0,0,0
"Complexity: 3[ 1, 1, 4, 9, 4, 2, 0, 4, 4, 8, ]",3,0,Brainfuck,167,"```brainfuck
++++ +++[- >++++ +++<] >++.< ++.< ++++ ++.< +++++ ++++< +++[> ++++ ++++< -]>+ .<+++ +[>--
---< -]>- -.<++ [>++< -]>+ .<+++ +++[- >---- <]>- -.<<+ ++++[ >++++ +++<] >.>.< 
```",187,1,0,0,0,0,0
"Complexity: 3[ 2, 0, 9, 4, 5, 5, 1, 4, 8, 1, ]",3,0,Brainfuck,167,"```brainfuck
++[---->+<]>++.-[->++++<]>-.---[->++++<]>.++++[->++<]>-.++++++[->++<]>+.-[-->+++<]>--.++++[->++<]>+.+.
```",119,1,0,0,0,0,0
"Complexity: 3[ 1, 11, 21, 1211, 111221, 312211, 13112221, 111321321]",3,0,Brainfuck,189,"```brainfuck
+[----->+++<]>.+++[->++++++++<]>+.+++++++++++.------------.+++++++++++++.+++++++++.---------.--------.+++++++++++++.-------------------.+++++++++++++.++++++++.---------.---------.++++++++++++.++++++++.------------------.+++++++++++++.+++++++.-------.---------.++++++++++++.------------------.+++++++++++.++++++++.---------.+++++++++++++.+++++++++.-------------------.+++++++++++++.+++++++.-------.---------.++++++++++++.------------------.+++++++++++++.++++++++.---------.---------.++++++++++++.++++++++.-------------------.+++++++++++++++++.+++++++.-------.---------.++++++++++++.+++++++++.-------------------.+++++++++++++.+++++++++++++.---------.---------.+++++++.++++++++.-------------------.+++++++++++++++++.+++++++.-------.---------.++++++++++++.+++++++++.---
```",783,1,0,0,0,0,0
"Complexity: 3[ 2, 3, 5, 11, 23, 29, 41, 53, 83, 89, 113, 13]",3,0,Brainfuck,181,"```brainfuck
++++++++++[>+++++++<-]>+++++.>++++++++.>++++++.>+++++++++++++.>++++++++++++++++++++.>+++++++++++++++++++++++++.>++++++++++++++++++++++++++++++.>+++++++++++++++++++++++++++++++++.>++++++++++++++++++++++++++++++++++++++.>++++++++++++++++++++++++++++++++++++++++++++++++++++.>++++++++++++++++++++++++++++++++++++++++++++++++++++++.>++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++.>++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++.>++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++.
```",577,1,0,0,0,0,0
"Complexity: 3[ 1, 7, 10, 13, 19, 23, 28, 31, 32, 4]",3,0,Brainfuck,172,"```brainfuck
++++++++++[>+>+++>+++++++>++++++++++<<<<-]>>>---.>++++.>++.>++++.>++++++++.>++++.>+++++.>+++.>+.>++++++++++++.
```",127,1,0,0,0,0,0
"Complexity: 3[ 0, 1, 4, 10, 20, 35, 56, 84, 120, 16]",3,0,Brainfuck,173,"```brainfuck
++++++++++[>+++++++++++<-]>+++.-.+.+++++++++++++.------------.+++++++++++++++.-------------------.++++++++++++++++++++.----------------------------.++++++++++++++++++++++++.---------------------------------.++++++++++++++.
```",239,1,0,0,0,0,0
"Complexity: 3[ 1, 2, 5, 13, 29, 34, 89, 169, 19]",3,0,Brainfuck,169,"```brainfuck
++++++++++[>+++++++<-]>+.<++++[>++++<-]>+.<+++++++[>+++++++<-]>++++.<++++++++++[>++++++++++<-]>+++++.<+++++++++++[>+++++++++++<-]>+.<+++++++++++[>+++++++<-]>+++++++.<++++++++++[>+++++++<-]>+++++++++.<+++++++++++[>+++++++++++<-]>+++++++++.<+++++++++++[>+++++++++++<-]>.
```",285,1,0,0,0,0,0
"Complexity: 3[ 3, 1, 4 ,1 ,5 ,9 ,2 ,6 , ]",3,0,Brainfuck,162,"```brainfuck
++++++++++[>+++++++<-]>+++.-.++++.+.----.++++++++++++.--------.+++++++.-----.
```",94,0.7,0,0,0,0,0
"Complexity: 3[ 1, 1, 2, 2, 4, 2, 6, 4, 6, 4, 1]",3,0,Brainfuck,168,"```brainfuck
++++++++++[>+++++++<-]>+++.--.++++.----.+++++.----.--.++++++.-.++++.----.
```",90,0.7,0,0,0,0,0
"Complexity: 3[ 1, 6, 1, 8, 0, 3, 3, 9, 8, 8, ]",3,0,Brainfuck,167,"```brainfuck
++++++++++[>+++++++<-]>+.<+++++++[>+++++++<-]>++++.<+++++++[>+++++++<-]>+.<++++++++++[>++++++++++<-]>---.<++++++++++[>---<-]>+.<++++++++++[>---<-]>+.<++++++++++[>++++++++++<-]>-----.<++++++++++[>++++++++++<-]>---.<++++++++++[>++++++++++<-]>---.<++++++++++[>++++++++++<-]>-----.<
```",295,0.7,0,0,0,0,0
"Complexity: 3[ 1, 1, 4, 9, 4, 2, 0, 4, 4, 8, ]",3,0,Brainfuck,167,"```brainfuck
++++++++++[>+++++++<-]>+.<++++[>++++<-]>.<+++[>---<-]>.<++[>+++++++<-]>+.<+++[>---<-]>.<+++[>---<-]>-.<++++++++++[>--------<-]>--.<++++++++++[>--------<-]>--.<++++++++++[>+++++++<-]>++++.<++++++++++[>---<-]>.
```",225,0.7,0,0,0,0,0
"Complexity: 3[ 2, 0, 9, 4, 5, 5, 1, 4, 8, 1, ]",3,0,Brainfuck,167,"```brainfuck
++++++++++[>+++++++<-]>.---.+++++++++.----.+++++.+++++.+.----.---.+.++++.
```",90,0.7,0,0,0,0,0
"Complexity: 3[ 1, 11, 21, 1211, 111221, 312211, 13112221, 111321321]",3,0,Brainfuck,189,"```brainfuck
++++++++++[>+++++++<-]>++++.-----.+++++.-----.+++++.----.++++++++.---------.++++++++++++.---------.+++++++++++++.-----------.++++.--------.+++++++.------------.++++++++++++++.---------------.++++++++++++++++.-----------------.+++++++++++++++.-------------------.++++.----------------.+++++++.+++++.-----------.++++++++++++.------------------.+++++++++++++++++.---------------------.+++++++++++++++.-----------------------.++++.------------------.+++++++.++++++++.-----------------.++++++++++++.-------------------.++++++++++++++++++.----------------------.+++++++++++++++.-------------------------.++++.-------------------.+++++++.+++++++.------------------.++++++++++++.----------------------.+++++++++++++++++++.------------------------.
```",756,0.7,0,0,0,0,0
"Complexity: 3[ 2, 3, 5, 11, 23, 29, 41, 53, 83, 89, 113, 13]",3,0,Brainfuck,181,"```brainfuck
++++++++++[>++++++++++<-]>+.<+++++++[>+++++++<-]>+.<+++++++[>+++++++<-]>+++.<++++++++++[>++++++++++<-]>+.<++++++++++[>++++++++++<-]>+++.<++++++++++[>++++++++++<-]>++++.<++++++++++[>++++++++++<-]>+++++++.<++++++++++[>++++++++++<-]>++++++++.<++++++++++[>++++++++++<-]>+++++++++.<++++++++++[>++++++++++<-]>+++++++++++++.<
```",335,0.7,0,0,0,0,0
"Complexity: 3[ 1, 7, 10, 13, 19, 23, 28, 31, 32, 4]",3,0,Brainfuck,172,"```brainfuck
++++++++++[>+++++++<-]>+.<++++++[>+++++++<-]>++++.<++++++++++[>++++++++++<-]>+.<++++++++++[>++++++++++<-]>+++.<++++++++++[>++++++++++<-]>+++++++++.<++++++++++[>++++++++++<-]>+++++++.<++++++++++[>+++++++<-]>++++.<++++++++++[>++++++++++<-]>+++++++.<++++++++++[>+++++++<-]>++++.<++++++++++[>++++++++++<-]>+.<++++++++++[>++++++++++<-]>++++++++++++++.
```",363,0.7,0,0,0,0,0
"Complexity: 3[ 0, 1, 4, 10, 20, 35, 56, 84, 120, 16]",3,0,Brainfuck,173,"```brainfuck
++++++++++[>+++++++<-]>[<++++++>-]+<[>>>++++++++++[->+++++++++<]>[-<+>]>++++++++++[->+++++++++++<]>[-<+>]>+++++++++++[->++++++++++++<]>[-<+>]>+++++++++++++[->++++++++++++++<]>[-<+>]>+++++++++++++++[->+++++++++++++++<]>[-<+>]>++++++++++++++++[->++++++++++++++++<]>[-<+>]>+++++++++++++++++[->+++++++++++++++++<]>[-<+>]>+++++++++++++++++++[->+++++++++++++++++++<]>[-<+>]<<<<<[.<]<]
```",395,0.7,0,0,0,0,0
"Complexity: 3[ 1, 2, 5, 13, 29, 34, 89, 169, 19]",3,0,Brainfuck,169,"```brainfuck
++++++++++[>+++++++<-]>+++.<++++[>+++++++<-]>++++.<+++[>++++++<-]>+++++.+++++++.<+++[>++++++<-]>+++++.++++++++.<+++[>++++++<-]>+++++.++++++++++++.<+++[>++++++<-]>+++++.++++++++++++.<++++++++[>+++++++<-]>++++.<+++[>++++++<-]>+++++.++++++++++++.<```
",261,0.7,0,0,0,0,0
"Complexity: 3[ 3, 1, 4 ,1 ,5 ,9 ,2 ,6 , ]",3,0,Brainfuck,162,"```brainfuck
++++++++++[>+++++++<-]>+++.-.++++.+.----.+++++++.++.------.+++++.
```",82,0.5,0,0,0,0,0
"Complexity: 3[ 1, 1, 2, 2, 4, 2, 6, 4, 6, 4, 1]",3,0,Brainfuck,168,"```brainfuck
++++++++++[>+++++++<-]>+++.<+++.<.>.<++.>.<++++.>.<++.>.<++++++.>.<++++.>.<++++++++++.>.
```",105,0.5,0,0,0,0,0
"Complexity: 3[ 1, 6, 1, 8, 0, 3, 3, 9, 8, 8, ]",3,0,Brainfuck,167,"```brainfuck
++++++++++[>+++++++<-]>+.<+++++++[>+++++++<-]>++++.<+++++++[>+++++++<-]>+.<++++++++[>-------<-]>-.<+++++++++[>+++++++++<-]>---.<++++++++++[>----------<-]>---.<++++++++++[>----------<-]>---.<++++++++++[>----------<-]>---.<++++++++++[>----------<-]>---.<++++++++++[>----------<-]>---.<
```",300,0.5,0,0,0,0,0
"Complexity: 3[ 1, 1, 4, 9, 4, 2, 0, 4, 4, 8, ]",3,0,Brainfuck,167,"```brainfuck
+++++ +++++ [->+>>++++>++++++++++>+++++++++++>++++++++++>++++++++++++>++++++++++>+++++++++++>++++++++++>+++++++++++>++++++++++>+++++++++++<<<<<<<<<]>>>>>-.>-.++++.--------.++++.++.>++++.----.++++++++.--------.++++.++++.--------.++++.>++++.----.++++++++.
```",270,0.5,0,0,0,0,0
"Complexity: 3[ 2, 0, 9, 4, 5, 5, 1, 4, 8, 1, ]",3,0,Brainfuck,167,"```brainfuck
++++++++++[>+++++++<-]>++.>+.++++++++.----.+++++.+++++.+.----.++++.--------.+.+++++.
```",101,0.5,0,0,0,0,0
"Complexity: 3[ 1, 11, 21, 1211, 111221, 312211, 13112221, 111321321]",3,0,Brainfuck,189,"```brainfuck
++++++++++[>+++++++<-]>+.<++++[>++++<-]>+.---.+++++++..+++.<+++++++++++++[>------<-]>-.<+++[>++++++<-]>-.<+++[>----<-]>-.<+++++++++[>+++++++<-]>.<+++[>+++<-]>++.---.<+++[>-----<-]>-.<+++[>++++++<-]>-.<+++[>----<-]>-.<+++++++++[>+++++++<-]>.<+++[>+++<-]>++.---.<+++[>-----<-]>-.
```",294,0.5,0,0,0,0,0
"Complexity: 3[ 2, 3, 5, 11, 23, 29, 41, 53, 83, 89, 113, 13]",3,0,Brainfuck,181,"```brainfuck
++++++++++[>+++++++<-]>+++.-.+.++++++++.---------.+++++++++++++.----.++++++++++++.---------.+++++++++++++++.------------.+++++++++++++++.+++++++++++++.-------------------.+++++++++++++.+++++++++++++++.-----------------.+++++++++++++++.++++++++++++++.
```",267,0.5,0,0,0,0,0
"Complexity: 3[ 1, 7, 10, 13, 19, 23, 28, 31, 32, 4]",3,0,Brainfuck,172,"```brainfuck
++++++++++[>+++++++<-]>+.<+++++++[>+++++++<-]>++++.<+++++++[>+++++++<-]>+.<+++++++[>+++++++<-]>+.<+++++++[>+++++++<-]>++++++.<+++++++[>+++++++<-]>++++.<+++++++[>+++++++<-]>+++++.<+++++++[>+++++++<-]>+.<+++++++[>+++++++<-]>+++++++.<+++++++[>+++++++<-]>++++++++++.
```",279,0.5,0,0,0,0,0
"Complexity: 3[ 0, 1, 4, 10, 20, 35, 56, 84, 120, 16]",3,0,Brainfuck,173,"```brainfuck
++++++++++[>++++++++++<-]>+.<++++[>++++<-]>+.<+++[>++++++<-]>+.<++[>+++++++<-]>+.<+[>++++++++<-]>+.<++[>+++++++++<-]>+.<+++[>++++++++++<-]>+.<++++[>+++++++++++<-]>+.<+++++[>++++++++++++<-]>+.
```",208,0.5,0,0,0,0,0
"Complexity: 3[ 1, 2, 5, 13, 29, 34, 89, 169, 19]",3,0,Brainfuck,169,"```brainfuck
++++++++++[>+++++++>++++++++++>+++>+<<<<-]>++.>+.+++++++..+++.>-.------------.<++++++++.--------.+++.------.--------.>+.
```",137,0.5,0,0,0,0,0
"Complexity: 3[ 3, 1, 4 ,1 ,5 ,9 ,2 ,6 , ]",3,0,Brainfuck,162,"```brainfuck
++++++++[->+++++++<]>+.---.++++.+.-----.-----.++.++++++.
```",73,0.2,0,0,0,0,0
"Complexity: 3[ 1, 1, 2, 2, 4, 2, 6, 4, 6, 4, 1]",3,0,Brainfuck,168,"```brainfuck
++++++++++[>+++++++<-]>+++.--.++++..----.++++.--------.++++++++.--------.
```",90,0.2,0,0,0,0,0
"Complexity: 3[ 1, 6, 1, 8, 0, 3, 3, 9, 8, 8, ]",3,0,Brainfuck,167,"```brainfuck
++++++++++[>+++++++<-]>+.<+++++++[>+++++++<-]>++++.<+++++++[>+++++++<-]>+.<++++++++++[>++++++++++<-]>---.<++++++++++[>---<-]>+++.---.+++++++++++++.--------.+++++++.---.
```",185,0.2,0,0,0,0,0
"Complexity: 3[ 1, 1, 4, 9, 4, 2, 0, 4, 4, 8, ]",3,0,Brainfuck,167,"```brainfuck
++++++++++[>+++++++<-]>+++.-.+++++.----.+.--------.++++.----.++++++++.+++++.
```",93,0.2,0,0,0,0,0
"Complexity: 3[ 2, 0, 9, 4, 5, 5, 1, 4, 8, 1, ]",3,0,Brainfuck,167,"```brainfuck
++++++++++[>+++++++<-]>++.>+.+++++++++.----.+++++.+++++.+.----.++++.--------.+.++++.
```",101,0.2,0,0,0,0,0
"Complexity: 3[ 1, 11, 21, 1211, 111221, 312211, 13112221, 111321321]",3,0,Brainfuck,189,"```brainfuck
++++++++++[>+++++++<-]>++++.-----.+++++.----.+.+++++++++++++.---------.++++++++++++.------------.+++++++++++++++.-----------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.+++++++++++++++.-------------------.
```",832,0.2,0,0,0,0,0
"Complexity: 3[ 2, 3, 5, 11, 23, 29, 41, 53, 83, 89, 113, 13]",3,0,Brainfuck,181,"```brainfuck
++++++++++[>+++++++<-]>+++.--.+++++.++++++++++++.------------.+++++++++++++.------.++++++++++++.------------.++++++++++++++++++++.------.+++++++++++++++.-----------------.+++++++++++++++.+++++++++++++++.---
```",223,0.2,0,0,0,0,0
"Complexity: 3[ 1, 7, 10, 13, 19, 23, 28, 31, 32, 4]",3,0,Brainfuck,172,"```brainfuck
++++++++++[>+++++++<-]>+.<+++++++[>+++++++<-]>++++.<+++++++[>+++++++<-]>+++++++.<+++++++[>+++++++<-]>+++++++++++++.<+++++++[>+++++++<-]>+++++++.<+++++++[>+++++++<-]>++++++++.<+++++++[>+++++++<-]>++++.<+++++++[>+++++++<-]>+.<+++++++[>+++++++<-]>++++++++++++.<
```",275,0.2,0,0,0,0,0
