sequence,complexity,length_type,language,q_length,answer,a_length,temperature,real_code,print_code,no_code,explanation,no_sense
"Complexity: 4[ 38, 91, 142, 197, 215, 313, 316, 319, 423, 46]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #123
DO ,2 <- #9
DO ,3 <- #38
DO ,4 <- #53
DO ,5 <- #51
DO ,6 <- #55
DO ,7 <- #18
DO ,8 <- #98
DO ,9 <- #3
DO ,10 <- #3
DO ,11 <- #104
DO ,12 <- #43
DO .1 <- #1
DO .2 <- #10
PLEASE DO ,1 SUB #1 <- .1
DO ,1 SUB #2 <- .2
DO ,1 SUB #3 <- .3
DO ,1 SUB #4 <- .4
DO ,1 SUB #5 <- .5
DO ,1 SUB #6 <- .6
DO ,1 SUB #7 <- .7
DO ,1 SUB #8 <- .8
DO ,1 SUB #9 <- .9
DO ,1 SUB #10 <- .10
DO ,1 SUB #11 <- .11
DO ,1 SUB #12 <- .12
DO COME FROM #1
PLEASE READ OUT ,3
PLEASE READ OUT ,4
PLEASE READ OUT ,5
PLEASE READ OUT ,6
PLEASE READ OUT ,7
PLEASE READ OUT ,8
PLEASE READ OUT ,9
PLEASE READ OUT ,10
PLEASE READ OUT ,11
PLEASE READ OUT ,12
PLEASE GIVE UP
```",663,1.0,0,0,0,0,0
"Complexity: 4[ 7, 42, 147, 201, 213, 248, 310, 332, 436, 47]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #9
DO ,2 <- #7
DO ,3 <- #42
DO ,4 <- #147
DO ,5 <- #201
DO ,6 <- #213
DO ,7 <- #248
DO ,8 <- #310
DO ,9 <- #332
DO ,10 <- #436
DO ,11 <- #479
DO COME FROM (2)
DO (1) NEXT
PLEASE DO ,1 SUB #1 <- #10
DO (1) NEXT
(1) DO ,1 SUB #1 <- #1
DO (1) NEXT
PLEASE DO (2) FORGET #1
DO ,12 <- #1
DO ,12 SUB #1 <- ',7'
DO ,12 SUB #2 <- ',42'
DO ,12 SUB #3 <- ',147'
DO ,12 SUB #4 <- ',201'
DO ,12 SUB #5 <- ',213'
DO ,12 SUB #6 <- ',248'
DO ,12 SUB #7 <- ',310'
DO ,12 SUB #8 <- ',332'
DO ,12 SUB #9 <- ',436'
DO ,12 SUB #10 <- ',479'
(2) DO (13) NEXT
PLEASE DO RESUME .1
```",581,1.0,0,0,0,0,0
"Complexity: 4[ 27, 101, 105, 164, 245, 290, 304, 441, 449, 49]",4,0,INTERCAL,182,"```intercal
DO ,1 <- #9
DO ,2 <- #2
DO ,3 <- #4
DO ,4 <- #27
DO ,5 <- #101
DO ,6 <- #105
DO ,7 <- #164
DO ,8 <- #245
DO ,9 <- #290
DO ,10 <- #304
DO ,11 <- #441
DO ,12 <- #449
DO ,13 <- #490
PLEASE DO ,1 SUB #1 <- #10
DO ,14 <- #1
PLEASE DO ,1 SUB #1 <- #10
DO ,15 <- #1
PLEASE DO ,1 SUB #1 <- #10
DO ,16 <- #1
PLEASE DO ,1 SUB #1 <- #10
DO ,17 <- #1
PLEASE DO ,1 SUB #1 <- #10
DO ,18 <- #1
PLEASE DO ,1 SUB #1 <- #10
DO ,19 <- #1
PLEASE DO ,1 SUB #1 <- #10
DO ,20 <- #1
PLEASE DO ,1 SUB #1 <- #10
DO ,21 <- #1
PLEASE DO ,1 SUB #1 <- #10
DO ,22 <- #1
PLEASE DO ,1 SUB #1 <- #10
DO ,23 <- #1
DO COME FROM #23
PLEASE READ OUT ,14
PLEASE READ OUT ,15
PLEASE READ OUT ,16
PLEASE READ OUT ,17
PLEASE READ OUT ,18
PLEASE READ OUT ,19
PLEASE READ OUT ,20
PLEASE READ OUT ,21
PLEASE READ OUT ,22
PLEASE GIVE UP
```",806,1.0,0,0,0,0,0
"Complexity: 4[ 4, 11, 29, 106, 214, 283, 296, 298, 360, 49]",4,0,INTERCAL,179,"```intercal
PLEASE DO ,1 <- #4
DO ,2 <- #11
DO ,3 <- #29
DO ,4 <- #106
DO ,5 <- #214
DO ,6 <- #283
DO ,7 <- #296
DO ,8 <- #298
DO ,9 <- #360
DO ,10 <- #497
DO ,11 <- #1
DO ,12 <- #10
(1) DO ,11 SUB #1 <- #1
DO ,12 SUB #1 <- #10
DO COME FROM (2)
(2) PLEASE DO ,13 <- #0
DO ,14 <- #1
DO ,15 <- #1
(3) DO ,16 <- #0
DO ,17 <- #1
(4) DO ,18 <- ,11 SUB ,15
DO ,19 <- ,12 SUB ,17
DO ,20 <- ,18 ~& ,19
DO ,21 <- ,18 ~| ,19
DO ,22 <- ,20 ~& ,21
PLEASE DO ,23 <- ,22 ~| ,16
DO ,24 <- ,15 + ,14
DO ,15 <- ,24
DO ,25 <- ,17 + ,14
DO ,17 <- ,25
DO ,26 <- ,14 + #1
DO ,14 <- ,26
DO ,27 <- ,23 ~& #255
DO ,28 <- ,27 ~| ,13
PLEASE DO ,13 <- ,28
DO ,29 <- #10 ~| ,15
PLEASE DO (5) NEXT WHENEVER ,29 IS #0
PLEASE DO (4) NEXT
(5) DO WRITE IN ,13
DO ,30 <- ,11 + #1
DO ,11 <- ,30
DO ,31 <- ,12 + #-1
DO ,12 <- ,31
DO (2) NEXT WHENEVER ,12 ISNT #0
DO (6) NEXT
(6) PLEASE GIVE UP
```
This INTERCAL program is a generic template and does not specifically generate the sequence you asked for, given that producing sequences in INTERCAL generally requires a specific algorithm tailored to that sequence or hard-coding the output. INTERCAL is not designed for mathematical or logical efficiency, and generating sequences algorithmically can be exceptionally challenging due to the language’s esoteric nature. The program above is a demonstration of code structure in INTERCAL rather than a solution to produce the exact sequence.",1403,1.0,0,0,0,0,0
"Complexity: 4[ 72, 106, 139, 165, 171, 192, 199, 429, 453, 47]",4,0,INTERCAL,182,"```intercal
DO ,1 <- #9
DO ,2 <- #720
DO ,3 <- #13
DO ,4 <- #0
DO ,5 <- #5
PLEASE DO ,2 SUB #1 <- ,2
DO ,3 SUB #1 <- ,3
DO ,4 SUB #1 <- ,4
PLEASE DO ,2 SUB ,1 <- ,2 SUB ,1 ~#65535
PLEASE DO ,3 SUB ,1 <- ,3 SUB ,1 ~#65535
PLEASE DO ,4 SUB ,1 <- ,4 SUB ,1 ~#65535
PLEASE READ OUT ,2 SUB ,1
PLEASE READ OUT ,3 SUB ,1
PLEASE READ OUT ,4 SUB ,1
PLE (5) A SE DO ,5 <- ',5~#1
DO ,9 <- #10
DO ,21 <- #11
DO ,22 <- #12
PLEASE (1000) NEXT
```",432,1.0,0,0,0,0,0
"Complexity: 4[ 187, 218, 260, 295, 301, 314, 379, 410, 452, 46]",4,0,INTERCAL,183,"```intercal
DO ,1 <- #9
DO ,2 <- #8
DO ,3 <- #187
DO ,4 <- #31
DO ,5 <- #42
DO ,6 <- #35
DO ,7 <- #6
DO ,8 <- #13
DO ,9 <- #65
DO ,10 <- #31
DO ,11 <- #42
DO ,12 <- #17
DO COME FROM ,1
PLEASE DO ,1 SUB #1 <- #1
DO ,3 SUB #1 <- ,3 SUB #2 + ,4 SUB #1
DO ,4 SUB #1 <- ,5 SUB #1
DO ,5 SUB #1 <- ,6 SUB #1
DO ,6 SUB #1 <- ,7 SUB #1
DO ,7 SUB #1 <- ,8 SUB #1
DO ,8 SUB #1 <- ,9 SUB #1
DO ,9 SUB #1 <- ,10 SUB #1
DO ,10 SUB #1 <- ,11 SUB #1
DO ,11 SUB #1 <- ,12 SUB #1
PLEASE DO (1000) NEXT
DO ,13 <- #4
DO COME FROM (1000)
DO READ OUT ,3
DO READ OUT ,3 SUB #1
DO READ OUT ,3 SUB #2
DO READ OUT ,3 SUB #3
DO READ OUT ,3 SUB #4
DO READ OUT ,3 SUB #5
DO READ OUT ,3 SUB #6
DO READ OUT ,3 SUB #7
DO READ OUT ,3 SUB #8
DO READ OUT ,3 SUB #9
PLEASE GIVE UP
```",748,1.0,0,0,0,0,0
"Complexity: 4[ 29, 63, 95, 140, 150, 190, 221, 437, 482, 49]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #29
DO ,2 <- #63
DO ,3 <- #95
DO ,4 <- #140
DO ,5 <- #150
DO ,6 <- #190
DO ,7 <- #221
DO ,8 <- #437
DO ,9 <- #482
DO ,10 <- #491
DO ,11 <- #10
DO COME FROM (2)
(1) DO .1 <- ',1
    DO .2 <- ',2
    DO .3 <- ',3
    DO .4 <- ',4
    DO .5 <- ',5
    DO .6 <- ',6
    DO .7 <- ',7
    DO .8 <- ',8
    DO .9 <- ',9
    DO .10 <- ',10
    DO .11 <- ',11
DO (1) NEXT
(2) PLEASE GIVE UP
```",406,1.0,0,0,0,0,0
"Complexity: 4[ 3, 11, 84, 144, 156, 177, 188, 199, 229, 28]",4,0,INTERCAL,179,"```intercal
DO ,1 <- #9
DO ,1 SUB #1 <- #3
DO ,1 SUB #2 <- #11
DO ,1 SUB #3 <- #84
DO ,1 SUB #4 <- #144
DO ,1 SUB #5 <- #156
DO ,1 SUB #6 <- #177
DO ,1 SUB #7 <- #188
DO ,1 SUB #8 <- #199
DO ,1 SUB #9 <- #229
DO ,1 SUB #10 <- #284
DO ,2 <- #1
DO COME FROM ,2
DO ,2 SUB #1 <- ',1 SUB #1'
DO ,2 SUB #2 <- ',1 SUB #2'
DO ,2 SUB #3 <- ',1 SUB #3'
DO ,2 SUB #4 <- ',1 SUB #4'
DO ,2 SUB #5 <- ',1 SUB #5'
DO ,2 SUB #6 <- ',1 SUB #6'
DO ,2 SUB #7 <- ',1 SUB #7'
DO ,2 SUB #8 <- ',1 SUB #8'
DO ,2 SUB #9 <- ',1 SUB #9'
DO ,2 SUB #10 <- ',1 SUB #10'
DO ,11 <- #10
DO ,12 <- #0
DO COME FROM ,12
DO ,11 SUB #1 <- ',2 SUB #1'
DO ,12 SUB #1 <- #1
DO COME FROM ,12
DO ,11 SUB #2 <- ',2 SUB #2'
DO ,12 SUB #2 <- #1
DO COME FROM ,12
DO ,11 SUB #3 <- ',2 SUB #3'
DO ,12 SUB #3 <- #1
DO COME FROM ,12
DO ,11 SUB #4 <- ',2 SUB #4'
DO ,12 SUB #4 <- #1
DO COME FROM ,12
DO ,11 SUB #5 <- ',2 SUB #5'
DO ,12 SUB #5 <- #1
DO COME FROM ,12
DO ,11 SUB #6 <- ',2 SUB #6'
DO ,12 SUB #6 <- #1
DO COME FROM ,12
DO ,11 SUB #7 <- ',2 SUB #7'
DO ,12 SUB #7 <- #1
DO COME FROM ,12
DO ,11 SUB #8 <- ',2 SUB #8'
DO ,12 SUB #8 <- #1
DO COME FROM ,12
DO ,11 SUB #9 <- ',2 SUB #9'
DO ,12 SUB #9 <- #1
DO COME FROM ,12
DO ,11 SUB #10 <- ',2 SUB #10'
DO ,12 SUB #10 <- #1
PLEASE GIVE UP
```",1249,1.0,0,0,0,0,0
"Complexity: 4[ 26, 94, 98, 137, 176, 301, 323, 330, 372, 44]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #26
DO ,2 <- #94
DO ,3 <- #98
DO ,4 <- #137
DO ,5 <- #176
DO ,6 <- #301
DO ,7 <- #323
DO ,8 <- #330
DO ,9 <- #372
DO ,10 <- #444
DO COME FROM (20)
DO ,11 SUB #1 <- #10
DO ,12 SUB #1 <- #1
DO ,12 SUB #2 <- #2
DO ,12 SUB #3 <- #3
DO ,12 SUB #4 <- #4
DO ,12 SUB #5 <- #5
DO ,12 SUB #6 <- #6
DO ,12 SUB #7 <- #7
DO ,12 SUB #8 <- #8
DO ,12 SUB #9 <- #9
DO ,12 SUB #10 <- #10
DO ,11 SUB #1 <- #1
DO ,20 SUB #1 <- #1
PLEASE DO ,1000 <- #0
(20) DO (1000) NEXT
DO .1 <- ',12 SUB #1'
DO .2 <- ',12 SUB #2'
DO .3 <- ',12 SUB #3'
DO .4 <- ',12 SUB #4'
DO .5 <- ',12 SUB #5'
DO .6 <- ',12 SUB #6'
DO .7 <- ',12 SUB #7'
DO .8 <- ',12 SUB #8'
DO .9 <- ',12 SUB #9'
DO .10 <- ',12 SUB #10'
```",698,1.0,0,0,0,0,0
"Complexity: 4[ 39, 81, 88, 210, 215, 378, 416, 430, 439, 49]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #123
DO ,2 <- #1
DO ,3 <- #0
DO ,4 <- #10
DO ,5 <- #5
DO ,6 <- #15
DO ,7 <- #39
DO ,8 <- #1
PLEASE DO ,9 <- #0
DO ,10 <- #8
DO ,11 <- #210
DO ,12 <- #5
PLEASE DO ,13 <- #163
DO ,14 <- #8
DO ,15 <- #22
DO ,16 <- #9
DO ,17 <- #49
DO ,18 <- #51
DO ,19 <- #32
DO ,20 <- #1
PLEASE DO ,21 <- #0
DO ,22 <- #10
DO ,23 <- #215
DO ,24 <- #163
DO ,25 <- #8
DO ,26 <- #15
DO ,27 <- #9
DO ,28 <- #30
DO ,29 <- #32
PLEASE DO ,30 <- #1
DO ,31 <- #0
DO ,32 <- #378
DO ,33 <- #416
DO ,34 <- #20
DO ,35 <- #19
DO ,36 <- #9
DO ,37 <- #431
DO ,38 <- #439
PLEASE DO ,39 <- #490
PLEASE READ OUT ,7
PLEASE READ OUT ,8
PLEASE READ OUT ,9
PLEASE READ OUT ,11
PLEASE READ OUT ,12
DO READ OUT ,13
PLEASE READ OUT ,14
DO READ OUT ,15
PLEASE READ OUT ,16
DO READ OUT ,17
DO READ OUT ,18
PLEASE READ OUT ,19
DO READ OUT ,20
PLEASE READ OUT ,21
DO READ OUT ,22
DO READ OUT ,23
PLEASE READ OUT ,24
DO READ OUT ,25
DO READ OUT ,26
PLEASE READ OUT ,27
PLEASE READ OUT ,28
DO READ OUT ,29
PLEASE READ OUT ,30
DO READ OUT ,31
DO READ OUT ,32
PLEASE READ OUT ,33
DO READ OUT ,34
DO READ OUT ,35
PLEASE READ OUT ,36
PLEASE READ OUT ,37
PLEASE READ OUT ,38
PLEASE READ OUT ,39
PLEASE GIVE UP
```",1177,1.0,0,0,0,0,0
"Complexity: 4[ 29, 57, 68, 120, 134, 140, 173, 197, 283, 31]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #0
DO ,2 <- #1
DO ,3 <- #4
DO ,4 <- #9
DO ,5 <- #5
DO ,6 <- #2
DO ,7 <- #9
DO ,8 <- #8
DO ,9 <- #3
DO ,10 <- #7
DO ,11 <- #12
PLEASE DO ,12 <- #4
DO ,13 <- #1
DO ,14 <- #4
DO ,15 <- #0
DO ,16 <- #1
DO ,17 <- #7
DO ,18 <- #3
DO ,19 <- #1
DO ,20 <- #9
DO ,21 <- #7
DO ,22 <- #2
DO ,23 <- #8
DO ,24 <- #3
DO ,25 <- #1
DO ,26 <- #3
PLEASE DO ,27 <- #3

DO READ OUT ,1
DO READ OUT ,2
DO READ OUT ,3
DO READ OUT ,4
DO READ OUT ,5
DO READ OUT ,6
DO READ OUT ,7
DO READ OUT ,8
DO READ OUT ,9
DO READ OUT ,10
DO READ OUT ,11
DO READ OUT ,12
DO READ OUT ,13
DO READ OUT ,14
DO READ OUT ,15
DO READ OUT ,16
DO READ OUT ,17
DO READ OUT ,18
DO READ OUT ,19
DO READ OUT ,20
DO READ OUT ,21
DO READ OUT ,22
DO READ OUT ,23
DO READ OUT ,24
DO READ OUT ,25
DO READ OUT ,26
DO READ OUT ,27

PLEASE GIVE UP
```",812,0.7,0,0,0,0,0
"Complexity: 4[ 24, 26, 36, 40, 184, 226, 244, 384, 391, 42]",4,0,INTERCAL,179,"```intercal
DO ,1 <- #24
DO ,2 <- #26
DO ,3 <- #36
DO ,4 <- #40
DO ,5 <- #184
DO ,6 <- #226
DO ,7 <- #244
DO ,8 <- #384
DO ,9 <- #391
DO ,10 <- #423
DO ,11 <- #10
DO ,12 <- #0
DO COME FROM (13)
PLEASE DO ,12 SUB #1 <- ,11
DO ,13 <- #1
DO (13) NEXT
DO ,14 <- #0
PLEASE DO (1000) NEXT
(13) DO .12 <- ',12'
DO .1 <- ',1'
DO .2 <- ',2'
DO .3 <- ',3'
DO .4 <- ',4'
DO .5 <- ',5'
DO .6 <- ',6'
DO .7 <- ',7'
DO .8 <- ',8'
DO .9 <- ',9'
DO .10 <- ',10'
PLEASE GIVE UP
```",464,0.7,0,0,0,0,0
"Complexity: 4[ 90, 203, 212, 235, 270, 324, 342, 352, 371, 41]",4,0,INTERCAL,182,"```intercal
DO ,1 <- #90
DO ,2 <- #203
DO ,3 <- #212
DO ,4 <- #235
DO ,5 <- #270
DO ,6 <- #324
DO ,7 <- #342
DO ,8 <- #352
DO ,9 <- #371
DO ,10 <- #417
DO ,11 <- #0
DO COME FROM (2)
DO (1) NEXT
DO (2) NEXT
DO (3) NEXT
DO (4) NEXT
DO (5) NEXT
DO (6) NEXT
DO (7) NEXT
DO (8) NEXT
DO (9) NEXT
DO (10) NEXT
DO (11) NEXT
(1) PLEASE WRITE IN ,1
(2) PLEASE WRITE IN ,2
(3) PLEASE WRITE IN ,3
(4) PLEASE WRITE IN ,4
(5) PLEASE WRITE IN ,5
(6) PLEASE WRITE IN ,6
(7) PLEASE WRITE IN ,7
(8) PLEASE WRITE IN ,8
(9) PLEASE WRITE IN ,9
(10) PLEASE WRITE IN ,10
(11) PLEASE GIVE UP
```",571,0.7,0,0,0,0,0
"Complexity: 4[ 20, 48, 95, 234, 282, 296, 352, 402, 428, 48]",4,0,INTERCAL,180,"```intercal
DO ,1 <- #9
DO ,2 <- #2
DO ,3 <- #0
DO ,4 <- #4
DO ,5 <- #8
DO ,6 <- #9
DO ,7 <- #5
DO ,8 <- #2
DO ,9 <- #3
DO ,10 <- #4
DO ,11 <- #2
DO ,12 <- #8
DO ,13 <- #2
DO ,14 <- #9
DO ,15 <- #6
DO ,16 <- #3
DO ,17 <- #5
DO ,18 <- #2
DO ,19 <- #4
DO ,20 <- #0
DO ,21 <- #2
DO ,22 <- #4
DO ,23 <- #8
DO ,24 <- #1
PLEASE DO ,25 <- #0
DO ,26 <- #4
DO ,27 <- #8
PLEASE READ OUT ,1
PLEASE READ OUT ,2
PLEASE READ OUT ,3
DO READ OUT ,4
DO READ OUT ,5
PLEASE READ OUT ,6
DO READ OUT ,7
DO READ OUT ,8
PLEASE READ OUT ,9
DO READ OUT ,10
DO READ OUT ,11
DO READ OUT ,12
PLEASE DO READ OUT ,13
PLEASE DO READ OUT ,14
DO READ OUT ,15
PLEASE DO READ OUT ,16
DO READ OUT ,17
DO READ OUT ,18
PLEASE DO READ OUT ,19
DO READ OUT ,20
DO READ OUT ,21
DO READ OUT ,22
DO READ OUT ,23
PLEASE DO READ OUT ,24
DO READ OUT ,25
DO READ OUT ,26
PLEASE DO READ OUT ,27
PLEASE GIVE UP
```",864,0.7,0,0,0,0,0
"Complexity: 4[ 62, 98, 130, 154, 290, 315, 324, 385, 408, 44]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #0
DO ,2 <- #1
DO ,3 <- #10
DO ,4 <- #62
DO ,5 <- #98
DO ,6 <- #130
DO ,7 <- #154
DO ,8 <- #290
DO ,9 <- #315
DO ,10 <- #324
DO ,11 <- #385
DO ,12 <- #408
DO ,13 <- #447
DO ,14 <- #1
PLEASE DO ,15 <- #10
DO COME FROM (20)
(1) DO ,1 SUB #1 <- ',14
DO ,14 <- ',14 $ #1
DO .1 <- ',1
DO COME FROM (2)
(2) DO ,2 SUB #1 <- ',15
DO ,15 <- ',15 $ #1
DO .2 <- ',2
DO COME FROM (3)
(3) DO ,3 SUB #1 <- ',4
DO .3 <- ',3
DO COME FROM (4)
(4) DO ,4 SUB #1 <- ',5
DO .4 <- ',4
DO COME FROM (5)
(5) DO ,5 SUB #1 <- ',6
DO .5 <- ',5
DO COME FROM (6)
(6) DO ,6 SUB #1 <- ',7
DO .6 <- ',6
DO COME FROM (7)
(7) DO ,7 SUB #1 <- ',8
DO .7 <- ',7
DO COME FROM (8)
(8) DO ,8 SUB #1 <- ',9
DO .8 <- ',8
DO COME FROM (9)
(9) DO ,9 SUB #1 <- ',10
DO .9 <- ',9
DO COME FROM (10)
(10) DO ,10 SUB #1 <- ',11
DO .10 <- ',10
DO COME FROM (11)
(11) DO ,11 SUB #1 <- ',12
DO .11 <- ',11
DO COME FROM (12)
(12) DO ,12 SUB #1 <- ',13
DO .12 <- ',12
DO COME FROM (13)
(13) DO ,13 SUB #1 <- ',14
DO .13 <- ',13
DO COME FROM (14)
(14) PLEASE GIVE UP
(20) PLEASE RESUME .1
```",1058,0.7,0,0,0,0,0
"Complexity: 4[ 2, 42, 66, 102, 153, 195, 201, 252, 306, 39]",4,0,INTERCAL,179,"```intercal
DO ,1 <- #2
DO ,2 <- #42
DO ,3 <- #66
DO ,4 <- #102
DO ,5 <- #153
DO ,6 <- #195
DO ,7 <- #201
DO ,8 <- #252
DO ,9 <- #306
DO ,10 <- #396
DO ,11 <- #10
DO COME FROM (2)
PLEASE DO ,1 SUB #1 <- '#'',' PLEASE DO READ OUT ,1 SUB #1
DO ,11 SUB #1 <- ',1'$
DO (1) NEXT
```",277,0.7,0,0,0,0,0
"Complexity: 4[ 128, 151, 153, 217, 224, 332, 382, 400, 450, 47]",4,0,INTERCAL,183,"```intercal
DO ,1 <- #9
PLEASE DO ,1 SUB #1 <- #128
DO ,1 SUB #2 <- #151
DO ,1 SUB #3 <- #153
DO ,1 SUB #4 <- #217
DO ,1 SUB #5 <- #224
DO ,1 SUB #6 <- #332
DO ,1 SUB #7 <- #382
DO ,1 SUB #8 <- #400
DO ,1 SUB #9 <- #450
DO ,1 SUB #10 <- #478
DO ,2 <- #1
PLEASE DO (2) NEXT
DO ,11 <- #10
DO COME FROM (2)
DO ,2 SUB #1 <- #1
PLEASE DO (2) NEXT
DO ,2 SUB #1 <- #2
DO (2) NEXT
DO ,2 SUB #1 <- #3
DO (2) NEXT
DO ,2 SUB #1 <- #4
DO (2) NEXT
DO ,2 SUB #1 <- #5
PLEASE DO (2) NEXT
DO ,2 SUB #1 <- #6
DO (2) NEXT
DO ,2 SUB #1 <- #7
DO (2) NEXT
DO ,2 SUB #1 <- #8
DO (2) NEXT
DO ,2 SUB #1 <- #9
PLEASE DO (2) NEXT
DO ,2 SUB #1 <- #10
DO (2) NEXT
DO ,11 SUB #1 <- #1
PLEASE DO READ OUT ,1
DO ,11 SUB #1 <- #2
DO READ OUT ,1
DO ,11 SUB #1 <- #3
DO READ OUT ,1
DO ,11 SUB #1 <- #4
PLEASE DO READ OUT ,1
DO ,11 SUB #1 <- #5
DO READ OUT ,1
DO ,11 SUB #1 <- #6
DO READ OUT ,1
DO ,11 SUB #1 <- #7
PLEASE DO READ OUT ,1
DO ,11 SUB #1 <- #8
DO READ OUT ,1
DO ,11 SUB #1 <- #9
DO READ OUT ,1
PLEASE DO ,11 SUB #1 <- #10
PLEASE DO READ OUT ,1
DO GIVE UP
```",1036,0.7,0,0,0,0,0
"Complexity: 4[ 26, 50, 114, 148, 160, 170, 274, 347, 432, 49]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #9
DO ,2 <- #26
DO ,3 <- #24
DO ,4 <- #64
DO ,5 <- #34
DO ,6 <- #12
DO ,7 <- #10
DO ,8 <- #104
DO ,9 <- #73
DO ,10 <- #85
DO ,11 <- #65
DO ,12 <- #1
PLEASE DO ,13 <- #1
DO ,14 <- #10
DO ,15 <- #0
PLEASE DO ,16 <- #1
DO READ OUT ,2
DO READ OUT ,2 <- #1
DO READ OUT ,3
DO READ OUT ,3 <- #1
DO READ OUT ,4
DO READ OUT ,4 <- #1
DO READ OUT ,5
DO READ OUT ,5 <- #1
DO READ OUT ,6
DO READ OUT ,6 <- #1
DO READ OUT ,7
DO READ OUT ,7 <- #1
DO READ OUT ,8
DO READ OUT ,8 <- #1
DO READ OUT ,9
DO READ OUT ,9 <- #1
DO READ OUT ,10
DO READ OUT ,10 <- #1
DO READ OUT ,11
DO READ OUT ,11 <- #1
PLEASE GIVE UP
```",619,0.7,0,0,0,0,0
"Complexity: 4[ 48, 94, 176, 177, 219, 276, 282, 283, 459, 48]",4,0,INTERCAL,181,"```intercal
DO ,1 <- #48
DO ,2 <- #94
DO ,3 <- #176
DO ,4 <- #177
DO ,5 <- #219
DO ,6 <- #276
DO ,7 <- #282
DO ,8 <- #283
DO ,9 <- #459
DO ,10 <- #488
DO COME FROM #10
PLEASE DO ,11 <- #1
DO ,12 <- #2
DO ,13 <- #3
DO ,14 <- #4
DO ,15 <- #5
DO ,16 <- #6
DO ,17 <- #7
DO ,18 <- #8
DO ,19 <- #9
DO ,20 <- #10
DO .1 <- ',11
DO .2 <- ',12
DO .3 <- ',13
DO .4 <- ',14
DO .5 <- ',15
DO .6 <- ',16
DO .7 <- ',17
DO .8 <- ',18
DO .9 <- ',19
DO .10 <- ',20
PLEASE GIVE UP
```",465,0.7,0,0,0,0,0
